courseCode,courseName,courseDesc,preReqs,FYS,SOPH,DIAP,WRIT,CBLR,COEX
MDVL 0600,Literary Worlds of Late Antiquity (CLAS 0600),Interested students must register for CLAS 0600.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MES 0100,The Middle East: Cultures & Societies,"This course highlights major cultural, social, and political developments in the amorphous region known, since the 20th century, as the Middle East. Covering expanses of space and time, this course attends to a diversity of peoples and polities, and considers different regional concepts that include some or all of the territories normally included in the Middle East (including the Fertile Crescent, the Mediterranean world, the Indian Ocean world, the Arab world, and the Muslim world) and addresses the region's coherence in terms of shared historical and political experiences, religious and cultural references or practices, and/or socialities and ways of being.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MGRK 0110,Intensive Beginning Modern Greek,"This is an hybrid, intensive, double-credit language course that meets three days a week synchronously in a physical / remote classroom, in addition to three classroom days, in an asynchronous online environment. This proficiency and literacy-oriented, integrated-skills course is designed for students with little or no prior knowledge of Modern Greek. It places emphasis on the acquisition of the four language skills, speaking, listening, reading and writing, within a framework that fosters communicative competences, understanding of discourse and critical insights into Modern Greek societies and cultures, within their world contexts. By the end of MGRK0110, students will be able to transition to MGRK0300. In addition to language and culture-specific work, this course will support the development of transferable skills that will enable students to respond with confidence to the demands of undergraduate study.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MGRK 0200,Introduction to Modern Greek,"A continuation of MGRK 0100. New students may place into it, after special arrangement with the instructor. The course continues on an integrative skills approach and aims to develop language skills, within a framework of specific topics and functions. The course objectives are to enable students to perform a range of tasks, master a minimum core vocabulary and acquire knowledge and understanding of various forms of Greek culture.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MGRK 0400,Intermediate Modern Greek,"A continuation of MGRK 0300. New students may place into it, after special arrangement with the instructor. It aims to enhance language skills within a variety of registers and themes; enable the students to master, use and understand effectively essential linguistic structures; examine a variety of expressive forms within an authentic cultural context.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MGRK 0600,Advanced Modern Greek,"A continuation of MGRK 0500. Students who have not taken the previous sequence may take a placement test, after consultation with the instructor. The course aims to promote range, accuracy and fluency and enable students to develop ease and spontaneity with the language. Authentic materials drawn from a range of sources inform the content of the course and include films, literature, media, testimonies, music and internet based sources. The development of transcultural competence will be an essential component of the course.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MGRK 0810,Film Classics: The Greeks on the Silver Screen,"This course examines the adaptation of classical Greek themes and figures in world cinema. Proceeding from classical texts (that will include The Odyssey, The Iliad, Oedipus Rex, Medea, The Oresteia), analysis of films focuses on the ways such texts are recast to comment upon very different cultural, socioeconomic, and political circumstances. How do such films aspire to be “classic” in their own right? What genres or modes follow such films’ epic, or anti-epic, cycles? Considers Hollywood blockbusters (Ulysses, Jason and the Argonauts, Troy, 300) as well as arthouse fare by Godard, Pasolini, Camus, Merchant, Cacoyannis, Dassin, the Coen brothers, Angelopoulos.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0021F,Popular Music and Society in Latin America,"This course examines how Latin American musics shape, and are shaped by, their social environment and the political histories of their homelands. Focusing especially on Cuban and Andean styles, it explores the way that sounds connect with the lived experiences of local audiences, the artistic and political goals that have motivated key performers, and the effect of their actions on broader social debates. Issues covered include the relationship between music, race, and national identity; sound as a medium for social politics; the roles of industrialization, migration, urbanization, and media dissemination in driving musical change. Enrollment limited to 19 first year students.",[],TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
MUSC 0021K,Enlightenment Utopias,"This course delves into three musical works: Mozart’s opera The Magic Flute, Haydn’s oratorio The Creation and Beethoven’s Symphony No. 9. In getting to know these works, we become familiar with late Enlightenment and early Romantic musical styles, genres, and aesthetics. Along the way, we will explore the emergence of the idea of art music and the birth of modern conceptions of musical “genius.” Also embedded in these works are late Enlightenment attitudes and ideas about race, equality, and inclusion, and so we will use these works to think about whom and what the canon of art music includes and excludes. Readings will include Schiller’s Letters on the Aesthetic Education of Man, the musical criticism and the fiction of E. T. A. Hoffmann, and contemporary scholarship in music studies.",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0068,Music in China Since 1900,"From the early 20th century until now, war, political movements, ideological and cultural shifts, and later economic booms have dramatically impacted music and musical life in China. This course examines various genres of music in China, both native and imported, including traditional instrumental music, propaganda songs, opera, ballet, standard and contemporary classical music, pop music, and communal activities like amateur choruses and calisthenics. This course will exercise critical listening and thinking and comparative analysis skills, with a mix of source readings, recordings, and historical background. No background in music or Chinese history is required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0170D,Musical Youth Cultures (AMST 0170D),Interested students must register for AMST 0170D.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0400A,Introduction to Music Theory,"An introduction to musical terms, elements, and techniques. Topics include notation, rhythm and meter, intervals, scales, chords, melody writing, harmonization, and form. Students will develop their musicianship skills, including sight-singing and keyboard, in labs which meet twice weekly. No prior musical experience is necessary. MUSC 0400A or 0400B may fulfill part of the theory requirement for the music concentration. Enrollment limited to 40. Permission granted based on questionnaire given in first class. Preference given to lower-level students.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0400B,Introduction to Popular Music Theory and Songwriting,"An introduction to musical terms, elements, and techniques, with an emphasis on how they apply to Western popular music. Topics include notation, rhythm and meter, intervals, scales, chords, melody writing, harmonization, and form. Students will develop their musicianship skills, including sight-singing and keyboard, in labs which meet twice weekly. No prior musical experience is necessary. MUSC 0400A or MUSC 0400B may fulfill part of the theory requirement for the music concentration. Enrollment limited to 40. Permission granted based on questionnaire given in first class. Preference given to lower-level students.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0450,On Songs and Songwriting,"A study of the art and craft of song from the perspective of the listener, writer, and performer. Students will examine a large range of music, from the middle ages to the present. Topics include: song and memory; declamation and delivery; melody and harmony; rhyme and rhythm; phrasing and form. Emphasis will be on both creation and interpretation as students develop their personal approach to songwriting. Some prior knowledge of music desirable. Course will culminate in a presentation of original songs by students enrolled in the class. Enrollment by application and limited to 19. Application form link: http://www.soundidea.org/mu450/Music450-questionnaire.pdf",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0550,Theory of Tonal Music I,"Intensive study of the building blocks of tonal music traditions including western and popular music with focus on melody, harmony, counterpoint, keyboard skills, ear training, sight-singing from musical notation, and composition. Prior keyboard experience helpful but not required. A required placement exam is administered at first class meeting. Students who do not have experience reading music notation should take MUSC 0400 prior to MUSC 0550. MUSC 0550 is a prerequisite to many music courses and is a requirement for the music concentration.","[('MUSC 0920', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0560,Theory of Tonal Music II,See Theory Of Tonal Music (MUSC 0550) for course description. Prerequisite: MUSC 0550 or permission of the instructor.,"[('MUSC 1030', 0), ('MUSC 1500B', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0570,Jazz and Pop Harmony,"For students with knowledge of rudiments of music, including scales, intervals, key signatures, rhythm and meter. Keyboard skills strongly recommended. Intensive study of chord scales, chord progressions, modulation, voice leading, melody writing, harmonization, reharmonization, chord symbols, and lead sheet construction. Lab sessions will focus on ear training, keyboard exercises, and sight singing. Emphasis will be on the vocabulary of jazz theory and the repertoire will be American popular song.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0601,Chorus,"Half credit each semester. A practical study of choral literature, techniques, and performance practice from Gregorian chant to the present, offered through rehearsals, sectionals, and performance. Enrollment is by audition, based on voice quality, experience, and music-reading ability. Instructor permission required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0611,Orchestra,See Orchestra (MUSC 0610) for course description.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0621,Wind Symphony,See Wind Symphony (MUSC 0620) for course description.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0631,Jazz Band,See Jazz Band (MUSC 0630) for course description.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0641,Ghanaian Drumming and Dancing Ensemble,"A dynamic introductory course on drumming, dancing, and singing of Ghana and the diaspora. Students learn to perform diverse types of African music, including Ewe, Akan, Ga, and Dagomba pieces on drums, bells, and shakers. No prerequisites. May be repeated for credit. Enrollment limited to 15. Instructor permission required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0642,World Music Ensemble,"This ensemble focuses on global percussive and song traditions, especially those of the African diaspora (based on instructor's vast musical experiences). Here western instrumentalists fuse with traditional musicians from every culture: bongo, gyil, ukulele, tabla, etc. Students will grow and develop their musical skills by learning new techniques on their own instrument, exploring a range of repertoire representing genres such as highlife, reggae, salsa, afrobeat, Afro-jazz, and global fusions. There will be unique opportunities to work on improvisation taking influence from Steve Reich, Tito Puente, Randy Weston, Hugh Masekela, Paul Simon, Miriam Makeba, Ghanaba, and Milton Nasimiento.",[],FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
MUSC 0651,Javanese Gamelan,"See Javanese Gamelan, MUSC0650, for course description. Enrollment limited to 18 students.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0671,Old-Time String Band,"Half course each semester. Instruction and ensemble playing. Music taught by ear. American (southern Appalachian Mountain) traditional music on violin (fiddle), 5-string banjo, mandolin, and guitar. Enrollment limited to 20 students.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0681,Chamber Music Performance,See Chamber Music Performance (MUSC 0680) for course description.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0920,Baroque and Classic Music,"A history of music of the Baroque Era in European society from Monteverdi's opera to Bach and Handel studied through texts, scores, CDs, DVDs, and YouTube. We'll spend most of our time on these composers: Bach, Handel, Purcell, Monteverdi and Lully. Prerequisite: MUSC0550 or equivalent.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHIL 0010,The Place of Persons,We’ll concentrate on some fundamental moral and metaphysical issues concerning ourselves as persons: What (if anything) gives us a moral status different from that of other animals? Do we have the sort of free will required for us to be morally responsible for our actions? What makes you one individual person or self at a particular time? What makes you today the same individual person as that obnoxious 5-year old who went by your name a few years back?,[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIL 0208,Feminist Philosophy,"This course uses the tools of analytic philosophy to investigate a diverse range of feminist issues. The course begins by asking metaphysical questions. What is gender, sex, sexual orientation, disability? Second, we investigate topics in feminist epistemology. What is the relationship between social identity and knowledge? Can this both constrain and enable what one is in a position to know? Third, we consider issues in feminist philosophy of language. What can speech act theory tell us about consent? Last, we consider feminist issues in moral and political philosophy. What is bodily autonomy? Should sex work be legal? Is abortion morally permissible?",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIL 0212,Relativism (In Ethics and Epistemology),"The term “relativism” is used to talk about a cluster of views, which claim that what is the case in a given subject matter depends on the culture, community, or agent that is assessing the subject matter. The term is often used loosely in contemporary debates, though it shows up in arguments to controversial conclusions. Throughout this course we will (A) informatively and precisely characterize possible relativist doctrines, making sure to distinguish between them and (B) critically evaluate them and assess their plausibility in light of arguments for and against them.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIL 0360,Early Modern Philosophy,"An introduction to central themes in Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, and Kant. Major topics include: reason, experience, and knowledge; substance and the nature of the world as it really is; induction, causation, and the origin of our ideas; skepticism, realism, and idealism. Connections are made with the scientific revolution of the 17th century. There will be discussion and advice on ways to approach philosophical reading, research and writing.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIL 0650,Psychology and Philosophy of Happiness,"The course explores four fundamental questions about happiness: What is happiness—pleasure, life satisfaction, something else? How is happiness achieved—what are the myths and realities about what conduces to happiness? Can happiness be achieved—are we naturally well suited to be happy? Why pursue happiness—is it sufficient, or even necessary, for a good life? The course examines classic contributions from philosophy and psychology, the two disciplines that have studied happiness most extensively. Team-taught by professors from both philosophy and psychology, it invites students to compare and combine both approaches.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHIL 0990M,Descartes Meditations,"This seminar will focus on the main arguments and overall goals of Decartes' Meditations, read in conjuction with the Objections and Replies and some of Decartes' other writings. Also discussed will be some philosophically engaging studies of the Meditations by contemporary writers such as Harry Frankfurt and Bernard Williams.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHIL 0991Q,Advanced Topics in Philosophy of Physics,"A focused, in-depth exploration of contemporary work in or related to the philosophy of physics. Possible themes include scientific ontology, explanation, reduction, time, chance, and laws. At least one previous philosophy course, ideally in metaphysics or epistemology, is required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHP 0060,Complexities and Challenges of Global Health,"Global health refers to the health and wellbeing of all of the world’s populations, regardless of geography, country, or citizenship. Many of today’s most pressing issues, from climate change to political conflict and population displacement, have profound implications for health. The current COVID-19 pandemic illustrates the vital role of public health in an increasingly interconnected world. This course will introduce students to fundamental topics in global health, and they will be encouraged to approach global health issues through a lens of equity and responsibility toward people and populations beyond United States’ borders. They will develop a framework for understanding contemporary health challenges and learn how responses to these complex problems require collaboration across health and non-health sectors of society. This course will challenge students’ assumptions about world health while strengthening their skills in data literacy and critical analysis.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHP 0310,Health Care in the United States,"Introduction to the health care delivery system. An overview of the U.S. health care financing, delivery and regulatory system. Considers the interaction between paying for and providing and assuring the quality of health services; changes in one component of the system inevitably affect the others. Addresses the balance between employer funded health insurance, publicly funded health insurance and the consequences of not being insured. Six discussion sections will be arranged. Open to undergraduates only. This is a core class for the concentration in public health.","[('PHP 1480', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHP 0320C,Introduction to Public Health,"This is an introductory course designed to provide an overview of the U.S. Public Health System, with an emphasis on the core functions of public health, challenges and strategies for working with communities, and specific health issues that impact the health of the population. It will present an overview of the factors associated with health promotion, health protection, and disease prevention. Emphasis will be placed on a broad understanding of the foundations of public health including: the use of data to formulate public health policy and practice, patterns of disease burden, and the design and evaluation of public health programs and policies.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHP 700,Global Public Health Interventions,"This is an introductory course designed to provide an overview of social and behavioral global health interventions. This course will introduce the history of global public health interventions and the philosophy of global public health including its core values, concepts, and functions. It will present an overview of design, implementation, and evaluation considerations for behavioral and social interventions in global settings with a particular focus on settings of resource scarcity. Furthermore, this course will focus on understanding the socio-economic, behavioral, biological, and other factors that impact human health and contribute to health disparities globally. To encourage participative learning, the class will collectively decide on 6-7 health topics to dive deeper into and apply knowledge learned at the beginning of the course to global health topics of interest.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHP 720,Public Health and the Environment,"This course examines our world’s changing environment and its relationship to human health. Students will explore important environmental issues that impact population health and will apply public health perspectives to understanding determinants of disease, pathways to human health, and strategies for disease prevention. This course takes a global approach, with particular focus on environmental health challenges in low- and middle-income countries. Priority given to Public Health concentrators.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHYS 0030,Basic Physics A,"Survey of mechanics for concentrators in sciences other than physics-including premedical and life science students. Students with more advanced math training are advised to take PHYS 0050, which covers the same topics in physics. Lectures and laboratory. Six hours of attendance.","[('BIOL 1885', 0), ('ENGN 1931S', 0), ('PHYS 1931S', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHYS 0040,Basic Physics B,"Survey of electricity, magnetism, optics, and modern physics for concentrators in sciences other than physics-including premedical students or students without prior exposure to physics who require a less rigorous course than PHYS 0050, 0060. Lectures, conferences, and laboratory.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHYS 0050,Foundations of Mechanics,"An introduction to Newtonian mechanics that employs elementary calculus. Intended for science concentrators. Potential physics concentrators, who do not have adequate preparation for PHYS 0070, may enroll, but are urged to continue with PHYS 0160 rather than PHYS 0060. Lectures, conferences and laboratory. Six hours of attendance. Recommended: MATH 0090 or MATH 0100.","[('PHYS 0500', 1), ('BIOL 1885', 0), ('PHYS 1600', 1), ('PHYS 0500', 1)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHYS 0060,Foundations of Electromagnetism and Modern Physics,"An introduction to the principles and phenomena of electricity, magnetism, optics, and the concepts of modern physics. Recommended for those who wish to limit their college physics to two semesters but seek a firm grounding in the subject, including but not limited to those with some previous knowledge of physics. Lectures, conferences, and laboratory. Six hours of attendance. Prerequisite: PHYS 0050. Recommended: MATH 0100.","[('PHYS 0500', 1)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHYS 0070,Analytical Mechanics,"A mathematically more rigorous introduction to Newtonian mechanics than PHYS 0050. For first-year students and sophomores who have studied physics previously and have completed a year of calculus. Lectures, conferences, and laboratory. Six hours of attendance. Prerequisites: high school physics and calculus or written permission. S/NC","[('PHYS 0500', 1), ('PHYS 1600', 1), ('PHYS 0500', 1)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHYS 0220,Astronomy,"An introduction to basic ideas and observations in astronomy, starting with the observed sky, coordinates and astronomical calendars and cycles, the historical development of our understanding of astronomical objects. Particular emphasis is placed on the properties of stars, galaxies, and the Universe as a whole, including the basic ideas of cosmology. The material is covered at a more basic level than PHYS 0270. Knowledge of basic algebra and trigonometry is required, but no experience with calculus is necessary. The course includes evening laboratory sessions.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHYS 0500,Advanced Classical Mechanics,"Dynamics of particles, rigid bodies, and elastic continua. Normal modes. Lagrangian and Hamiltonian formulations. Prerequisites: PHYS 0070, 0160 or 0050, 0060 and MATH 0180 or 0200; or approved equivalents.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHYS 0560,Experiments in Modern Physics,"Introduction to experimental physics. Students perform fundamental experiments in modern quantum physics, including atomic physics, nuclear and particle physics, and condensed matter physics. Visits to research labs at Brown acquaint students with fields of current research. Emphasizes laboratory techniques, statistics, and data analysis. Three lecture/discussion hours and three laboratory hours each week. Required of all physics concentrators. Prerequisites: PHYS 0070, 0160 or 0050, 0060; 0470.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLME 0200,Primetime Bioethics,Is it ethical to design a perfect baby? Who should get these organs? Is it ever okay to be dishonest with patients for their own good? These questions and more will be tackled in this discussion-based course that uses episodes of popular medical television shows to highlight topics in medical ethics. Students will watch 1-2 episodes of TV shows and read related articles and chapters on biomedical ethics and ethics theory. The goal is to give students the background with which to approach the ethical topics. This course may be most beneficial to students pursuing a career in medicine.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POBS 0105,Accelerated Portuguese,"This course serves as an accelerated introduction to Portuguese, one of the most widely spoken languages in the world. It is also an introduction to the diverse cultures of Portuguese-speaking societies. Specifically, the course will look into the ethnic, racial, social, and gender diversity in these cultures. Designed for students who have no prior knowledge of Portuguese, POBS 0105 meets five hours per week.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POBS 0400,Writing and Speaking Portuguese,"Designed to improve the students' ability in contemporary spoken and written Portuguese. Using such cultural items as short stories, plays, films, videos, newspaper and magazine articles, and popular music, students discuss a variety of topics with the aim of developing good communication skills. Attention also given to developing writing ability. A systematic review of Portuguese grammar is included. Prerequisite: POBS 0105, or POBS 0110, or placement. Conducted in Portuguese. Completion of POBS 0400 is the minimum requirement for participation in the Brown-in-Brazil Program. Offered every semester.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
POBS 0620,Mapping Portuguese-Speaking Cultures: Portugal and Africa,"Selected literary and cultural texts that serve as vehicles for a deeper understanding of Portuguese and Luso-African societies. Literary materials will be taken from several genres and periods with special attention to contemporary writings. Other media such as film and music will also be included. Considerable emphasis on strengthening speaking and writing skills. Prerequisite: POBS 0400, placement or instructor's permission. Conducted in Portuguese.",[],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
POBS 0630,Imagining the Environment the Lusophone World,"In this course we will learn about how cultural production from Brazil, Lusophone Africa and Portugal imagines the environment and the human impact on the natural world. How does culture frame environmental issues such as deforestation, species and habitat loss, genetically modified crops? What is the relationship between environmental depredation, social inequality, and racial discrimination? What is the place that cultural expression plays in intervening in environmental crisis – either imaginatively or in other ways? We will broach these questions by reading a broad range of texts, watching documentaries, and looking at art works that touch upon environmental issues. Conducted in Portuguese. Prerequistes: POBS 105 or POBS 0110 and POBS 0400 (or instructor’s permission)",[],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
POBS 0810,Belonging and Displacement: Cross-Cultural Identities,"Focuses on the representation of immigrants, migrants and other ""border crossers"" in contemporary literature from Brazil and other countries. How do people respond to the loss of home and the shift to a new culture? Is ""going home"" possible? How do individuals deal with their dual or triple identities? Piñon, Lispector, Scliar, Rushdie, Salih, Cristina Garcia, V. S. Naipaul and others. Conducted in English. Enrollment limited to 19 first year students.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
POLS 0110,Introduction to Political Thought,"What is justice? What is freedom? What is the basis of political authority? What is the nature of the best regime? Why should we obey the laws? When may we legitimately resist? These and other perennial questions of political life are explored. Readings includes Aristotle, Machiavelli, Hobbes, Locke, Rousseau, Marx, and J.S. Mill.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLS 0200,Introduction to Comparative Politics,"Introduces students to the sub-field of comparative politics or politics within states. Topics include types of regimes (i.e., democratic, authoritarian-with-adjectives, totalitarian); transitions to democracy; collapse of democratic regimes; democratizing, revolutionary and ethnic challenges to the state; and globalization. The course also pays attention to modes of analysis in comparative politics. Cases will be drawn from various regions, including Western and Eastern Europe, Asia, Africa, the Middle East, and Latin America.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLS 0400,Introduction to International Politics,"This course provides a basic introduction to the central theoretical perspectives and debates in international relations. The second part of the course applies these models to current problems in international relations, including globalization, state failure, humanitarian intervention, NGOs, terrorist networks, environmental issues, and possible future change in international politics.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLS 0820I,"Crime, Mafias and Prison","Will develop framework for analysis of criminal behavior in a variety of contemporary and historical settings. Examines the rationality behind criminal choices, how governments seek to control crime, alternatives to state-enforcement of criminal law, origins and operation of organized crime and mafia groups, and how crime affects regions characterized by failed or weak states. Study crime in a variety of contexts, including in the Sicilian Mafia, 18th century piracy, contemporary drug and sex markets, and prison gangs. Will develop tools that can be used to understand the observed variation in criminal activity, the organizational structure of criminal activity, and their broader consequences.",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
POLS 0820L,Philosophy of the American Founding,"In framing our political system in the Constitution, who did the Founders rely on for their theoretical framework? In this course, we will explore the works of Montesquieu, Adams, Franklin, Jefferson, Madison, Hamilton, and other contributors to the Constitution. Enrollment limited to 19 first year students.",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
POLS 0820T,Women's Work and Welfare in Global Perspective,"The seminar looks at how welfare systems structure women’s participation in the workplace, family and society, including: women’s roles in domestic economies; migration flows from poor to rich states, gendered divisions of labor; human trafficking; and pro-natalist responses to population decline. Attention is devoted to policies that support women and families, including welfare, work-and-family reconciliation; micro-financing, conditional income support programs; and the growing role of women’s and non-governmental organizations in welfare policy. Cases are drawn from Europe, Latin America, Asia, Russia and the United States.",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
POLS 0820Z,"Is Privacy Dead? Privacy, Surveillance, and Freedom in the Digital Age","If someone is listening to our phone calls and reading our emails but we never find out, do we have reason to complain? If we do, how do we say that the snooping affected us? Does it make a difference if it’s a neighbor, a lover, the state, or an algorithm listening in? What if we’re the ones posting the information on Facebook, or if instead of Orwell’s Big Brother watching one’s every move it’s the audience of CBS’s reality show “Big Brother”? In this course students will examine these questions and more, and in the process will develop their own answers by drawing on the field of theories about privacy and surveillance. Students can expect to leave this course with a sharper view of the ethical and political problems facing their own era of rampant technological change.",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
POLS 0920A,Bleeding Heart Libertarianism,"What is libertarianism? In what sense can libertarians claim to combine the best of the “right” with the best of the “left?” Why do libertarians emphasize private property? Why are they skeptical of political agency? Are libertarians anti-democratic? Can they care about social justice? How do libertarians approach problems such as racism, sexism, militarism, state surveillance, global inequality, and environmental sustainability? This course will consider such questions from a variety of texts in the libertarian tradition, contemporary and classical.",[],FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
POLS 0920E,Moral Pluralism,"Moral pluralism is an unmistakable characteristic of modern liberal societies. Even though the dire conflicts of religion which fuelled wars and civil unrest appear to be a thing of the past, fundamental moral disagreements are still plentiful today. Now as then, these disagreements expose tensions among the core of ideas upon which liberal societies are built. This course explores moral pluralism through the lens of classic and contemporary works in political philosophy and engages with questions such as: should the state be neutral in relation to different religious and moral convictions? Are there some values which we can expect all citizens to share despite their deep disagreements? How should citizens engage with each other when they debate controversial moral questions in the public forum?",[],FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
POLS 0920H,Origins of American Policing,"This course situates contemporary problems of policing in the long sweep from the Boston Massacre to modern times. Drawing on work by historians and social scientists, as well as primary sources, the course traces the development of policing with a consideration of three origin stories: (1) state-building and political order, (2) the protection of racial hierarchy, and (3) the construction of class boundaries. Topics include criminal enforcement in the American Revolution; the birth of urban police forces; law enforcement’s role in slavery, Reconstruction, and Jim Crow; 20th century reformers and anti-vice crusades; the FBI, national security state, and immigration control; and the bipartisan war on crime in the 1980s and beyond.",[],FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
PRSN 0200,Basic Persian,"Fast-paced course for beginners. Course stresses acquisition of Persian alphabet and basic grammatical patterns, beginning levels of speaking, listening, reading, and writing. Strong emphasis on the links between language and culture.
This is the second half of a year-long course. Students must have taken PRSN 0100 to receive credit for this course. If PRSN 0100 was taken for credit then this course must be taken for credit; if taken as an audit, this course must also be taken as an audit. Exceptions to this policy must be approved by both the academic department and the Committee on Academic Standing.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRSN 0400,Intermediate Persian Language and Culture,"Expands students' proficiency in modern Persian language and culture; develops listening, speaking, reading and writing skills at the intermediate level through various texts and multimedia. Prerequisite: PRSN 0300.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRSN 0600,Advanced Persian Language and Culture II,"Designed for students who have completed PRSN 0500 or have acquired language skills above the advanced level through other means. The main goal of the course is to improve speaking, listening, reading and writing skills and promote exposure to the language and culture through in depth study of samples of Persian literature, history, journals, newspapers, radio and TV material to advance toward mastery of contemporary literature. Students will be motivated to communicate both in written and spoken Persian by utilizing adequate grammatical order and vocabulary. Activities will include poetry reading, informal gatherings and translation from and into Persian. Prerequisite: PRSN 0500.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RELS 0032,Music and Meditation,"Music and Meditation explores the contemplative nature of sonic experience from humanistic, artistic and scientific perspectives. By drawing from various traditions across both time and space, and by engaging with a variety of disciplinary methodologies from Contemplative Studies, Ethnomusicology, Religious Studies and Cognitive Science, we will seek to better understand how diverse religious communities have used music as a meditative tool, a mystical philosophy, a communal exercise, a ritual performance, and more. We will examine the philosophies of thinkers, scientists and musicians to investigate music making as both an instrument, and a goal, of contemplative practice.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
